"I 80";29.6;"eastbound";41.30802766;-110.52231236;7314.84584236;66.29267357
"I 80";29.8;"eastbound";41.30920174;-110.51875294;7324.53537397;66.2123144
"I 80";30;"eastbound";41.31037958;-110.51519565;7308.81041038;66.43756387
"I 80";30.2;"eastbound";41.3115286;-110.51168801;7298.35433485;66.52108192
"I 80";30.4;"eastbound";41.31267379;-110.50817808;7284.21532419;66.36871102
"I 80";30.6;"eastbound";41.31382599;-110.50467212;7284.25937844;66.28895562
"I 80";30.8;"eastbound";41.31498186;-110.50116823;7247.32750082;66.31300585
"I 80";31;"eastbound";41.31613662;-110.49766364;7207.46801817;66.32797997
"I 80";31.2;"eastbound";41.31729881;-110.49413394;7167.0005869;66.31310238
"I 80";31.4;"eastbound";41.31846168;-110.49060459;7128.06864643;66.31944641
"I 80";31.6;"eastbound";41.31962427;-110.48707499;7105.62020359;66.39992316
"I 80";31.8;"eastbound";41.32078312;-110.48354318;7085.09172499;66.37973278
"I 80";32;"eastbound";41.32194291;-110.48001184;7067.8841357;66.36079735
"I 80";32.2;"eastbound";41.32309788;-110.47649828;7056.89460328;66.29592923
"I 80";32.4;"eastbound";41.32425584;-110.47298638;7033.87345522;66.60554103
"I 80";32.6;"eastbound";41.32539951;-110.46946623;7013.23123656;70.43600411
"I 80";32.8;"eastbound";41.32636348;-110.46585419;6994.93911179;75.81219581
"I 80";33;"eastbound";41.32706887;-110.4621387;6983.97761389;79.82047337
"I 80";33.2;"eastbound";41.3275784;-110.45835993;6975.76430008;80.17850279
"I 80";33.4;"eastbound";41.32807019;-110.45457689;6972.09097678;80.22732174
"I 80";33.6;"eastbound";41.32855957;-110.45079327;6946.60118886;80.13122175
"I 80";33.8;"eastbound";41.32905371;-110.44701072;6924.92089191;80.30329697
"I 80";34;"eastbound";41.32953932;-110.44322619;6907.35285878;80.07956831
"I 80";34.2;"eastbound";41.33003724;-110.43943489;6885.40823635;80.31642337
"I 80";34.4;"eastbound";41.33052338;-110.43564087;6863.21050224;79.95750427
"I 80";34.6;"eastbound";41.33102737;-110.43185093;6844.98726229;78.16592023
"I 80";34.8;"eastbound";41.33162006;-110.42808396;6831.87912103;75.42238133
"I 80";35;"eastbound";41.33234753;-110.42435868;6824.48922116;72.82936863
"I 80";35.2;"eastbound";41.33319987;-110.42068509;6815.593467;70.14039126
"I 80";35.4;"eastbound";41.33418073;-110.41706853;6821.46309481;67.49615345
"I 80";35.6;"eastbound";41.335286;-110.41351548;6790.83177565;64.77973313
"I 80";35.8;"eastbound";41.33651667;-110.41003555;6773.32782143;62.19988461
"I 80";36;"eastbound";41.33786394;-110.40663228;6731.42021674;59.54106442
"I 80";36.2;"eastbound";41.33934914;-110.40326859;6701.58828193;58.55980089
"I 80";36.4;"eastbound";41.3408776;-110.39993873;6712.16610738;58.47271396
"I 80";36.6;"eastbound";41.34240986;-110.39661186;6712.24820848;58.42852409
"I 80";36.8;"eastbound";41.34394406;-110.39328648;6724.71676216;58.55462668
"I 80";37;"eastbound";41.34547273;-110.38995659;6736.48245033;58.47112839
"I 80";37.2;"eastbound";41.34696096;-110.38672531;6747.03784816;58.50060977
"I 80";37.4;"eastbound";41.34844304;-110.38350358;6765.09528395;58.47995454
"I 80";37.6;"eastbound";41.349926;-110.38028249;6705.83270849;58.5582507
"I 80";37.8;"eastbound";41.35140565;-110.37705864;6688.67397937;59.52863751
"I 80";38;"eastbound";41.35284362;-110.37380288;6684.53448202;68.62873514
"I 80";38.2;"eastbound";41.35392155;-110.37013321;6688.93069548;79.61336639
"I 80";38.4;"eastbound";41.35445453;-110.36625943;6709.14759041;88.58334353
"I 80";38.6;"eastbound";41.35452772;-110.36231712;6669.35739308;89.5293834
"I 80";38.8;"eastbound";41.35455204;-110.35837273;6640.93279125;89.51930071
"I 80";39;"eastbound";41.35457688;-110.35442835;6647.74598096;89.59082871
"I 80";39.2;"eastbound";41.35459698;-110.35067862;6649.23581553;87.57141663
"I 80";39.4;"eastbound";41.35471621;-110.34693347;6654.39176452;80.21560778
"I 80";39.6;"eastbound";41.35519427;-110.34324032;6676.31195687;72.58665733
"I 80";39.8;"eastbound";41.35603627;-110.33966378;6636.97952323;67.31357954
"I 80";40;"eastbound";41.35712254;-110.33620189;6622.59180631;66.99447481
"I 80";40.2;"eastbound";41.3582784;-110.33257504;6605.44869642;67.00749237
"I 80";40.4;"eastbound";41.35943365;-110.32894777;6590.0297096;67.08506034
"I 80";40.6;"eastbound";41.3605852;-110.32531836;6583.11719759;67.09694925
"I 80";40.8;"eastbound";41.36173618;-110.32168861;6567.11389125;70.94220322
"I 80";41;"eastbound";41.36270131;-110.31796628;6564.59639122;73.81649212
"I 80";41.2;"eastbound";41.36347646;-110.31440759;6574.36762344;73.86089541
"I 80";41.4;"eastbound";41.36424953;-110.31084805;6551.91597666;73.830428
"I 80";41.6;"eastbound";41.36502403;-110.30728901;6537.19745239;73.87258056
"I 80";41.8;"eastbound";41.36579656;-110.30372918;6532.36269891;73.88851904
"I 80";42;"eastbound";41.36657112;-110.30015621;6536.2126397;74.09737789
"I 80";42.2;"eastbound";41.36738795;-110.29633602;6572.10964298;78.30966042
"I 80";42.4;"eastbound";41.36799173;-110.29244784;6567.42907937;81.41863498
"I 80";42.6;"eastbound";41.36843647;-110.28852079;6562.05285914;81.4740127
"I 80";42.8;"eastbound";41.36887836;-110.28459314;6544.73353226;81.35008957
"I 80";43;"eastbound";41.36932662;-110.28066673;6529.62212419;81.4530354
"I 80";43.2;"eastbound";41.36974916;-110.27692038;6519.50806982;81.45157024
"I 80";43.4;"eastbound";41.37017176;-110.27317403;6525.33844931;81.39054457
"I 80";43.6;"eastbound";41.37059737;-110.26942825;6525.26996498;81.50894741
"I 80";43.8;"eastbound";41.37101716;-110.26568129;6506.4331695;80.68977304
"I 80";44;"eastbound";41.3714771;-110.26194275;6505.06748781;78.34306648
"I 80";81;"eastbound";41.54479341;-109.62581829;6317.38397584;86.14654803
"I 80";81.2;"eastbound";41.54498656;-109.6219868;6346.33442519;86.15531438
"I 80";81.4;"eastbound";41.54517928;-109.61815526;6353.04268569;85.85813605
"I 80";81.6;"eastbound";41.54538685;-109.61432531;6367.70433993;78.44580884
"I 80";81.8;"eastbound";41.54596186;-109.61056725;6379.19408832;68.00739393
"I 80";82;"eastbound";41.54703729;-109.60700938;6392.59058465;57.7180834
"I 80";82.2;"eastbound";41.54858837;-109.60372869;6392.9217925;52.84349166
"I 80";82.4;"eastbound";41.55034541;-109.60063073;6408.32676206;52.78387709
"I 80";82.6;"eastbound";41.55210487;-109.59753511;6426.75825845;53.2938612
"I 80";82.8;"eastbound";41.55384334;-109.59441912;6446.50417341;61.18826393
"I 80";83;"eastbound";41.55524256;-109.59101963;6443.79283469;71.74787097
"I 80";83.2;"eastbound";41.55614683;-109.58735543;6429.32261618;78.75371752
"I 80";83.4;"eastbound";41.55671062;-109.58356643;6403.41070847;78.86247614
"I 80";83.6;"eastbound";41.55726904;-109.57977589;6382.20779938;78.84883051
"I 80";83.8;"eastbound";41.55782813;-109.57598548;6337.25204122;78.73851413
"I 80";84;"eastbound";41.55839268;-109.57219653;6288.71307072;72.2454413
"I 80";84.2;"eastbound";41.55926767;-109.56854451;6280.77209226;63.36319783
"I 80";84.4;"eastbound";41.56055599;-109.56511176;6258.14863392;62.3016559
"I 80";84.6;"eastbound";41.56189221;-109.5617101;6233.48225994;62.54421026
"I 80";84.8;"eastbound";41.56321761;-109.55830089;6224.94895209;71.2816232
"I 80";85;"eastbound";41.56413733;-109.55467315;6183.21235799;85.25173652
"I 80";85.2;"eastbound";41.56436728;-109.55097311;6226.94861446;99.00139122
"I 80";85.4;"eastbound";41.56393264;-109.54730593;6195.23636425;112.59524494
"I 80";85.6;"eastbound";41.5628644;-109.54387529;6172.783516;116.10411915
"I 80";85.8;"eastbound";41.56163889;-109.54053259;6140.4905507;106.77785657
"I 80";86;"eastbound";41.56083587;-109.53697303;6114.54299909;99.37206775
"I 80";86.2;"eastbound";41.56035282;-109.53306162;6100.82851118;98.9971309
"I 80";86.4;"eastbound";41.55988889;-109.52914579;6092.79702127;101.42962266
"I 80";86.6;"eastbound";41.55930166;-109.52526398;6126.50492892;114.71662377
"I 80";86.8;"eastbound";41.55806388;-109.5216703;6137.45120808;121.24660557
"I 80";87;"eastbound";41.55652353;-109.51827756;6161.58933157;112.67605651
"I 80";87.2;"eastbound";41.55540966;-109.51471498;6186.08149102;99.29818876
"I 80";87.4;"eastbound";41.55494208;-109.51089852;6172.41185834;97.32116843
"I 80";87.6;"eastbound";41.55457293;-109.50705892;6172.34737894;97.26834828
